sku_id,actual_total,forecast_total,absolute_error_total,mean_absolute_error,mean_squared_error,overforecast_weeks,underforecast_weeks,evaluation_weeks,rmse,forecast_error_total,wape_percent,bias_percent,bias_direction,description,category,error_rank
SKU10134,175,151.82002352302487,226.6330842336556,17.433314171819664,1212.594200323773,11,2,13,34.822323304509325,-23.179976476975128,129.50461956208892,-13.245700843985786,Under-forecasting,FOUNDATION LIQUID,Beauty,126
SKU10084,312,341.7627197635305,183.81062635955803,14.139278950735234,511.4017912535871,10,3,13,22.61419446395531,29.762719763530527,58.91366229473014,9.539333257541834,Over-forecasting,FRISBEE BEACH,Toys,127
SKU10023,164,299.15802419070735,179.10770591056627,13.777515839274328,256.26714172831055,11,2,13,16.0083460022674,135.15802419070735,109.21201579912578,82.41342938457765,Over-forecasting,BOOKEND PAIR METAL,Home Decor,128
SKU10116,287,298.9764545359961,178.93714310389208,13.764395623376315,469.9467130067548,10,3,13,21.67825438098637,11.976454535996083,62.34743662156519,4.172980674563095,Balanced,FITNESS TRACKER,Electronics,129
SKU10124,211,350.6077503386318,173.1407656557139,13.318520435054914,235.2674443111792,11,2,13,15.338430307928487,139.60775033863177,82.05723490792127,66.16481058702928,Over-forecasting,CONDITIONER SILK,Beauty,130
SKU10113,205,314.0229848340086,143.30643312640206,11.023571778954004,181.17157223461086,11,2,13,13.459998968596203,109.02298483400858,69.90557713483027,53.181943821467605,Over-forecasting,MOUSE OPTICAL USB,Electronics,131
SKU10072,307,436.23550719265387,142.946153941639,10.995857995510693,233.20903943819602,10,3,13,15.271183301833425,129.23550719265387,46.56226512756972,42.09625641454524,Over-forecasting,TOY CAR DIE-CAST,Toys,132
SKU10035,100,222.35272622222308,129.16400759290389,9.935692891761837,127.97970952662985,12,1,13,11.312811742737958,122.35272622222308,129.16400759290389,122.35272622222308,Over-forecasting,ELECTRIC KETTLE,Kitchenware,133
SKU10097,82,193.1632112763543,122.93299494270047,9.456384226361575,118.1204983613238,12,1,13,10.86832546261492,111.1632112763543,149.91828651548838,135.56489180043206,Over-forecasting,UMBRELLA COMPACT,Apparel,134
SKU10098,57,172.0072556761486,122.34061935786816,9.410816873682167,111.96813309983538,12,1,13,10.581499567633852,115.00725567614859,214.63266554011958,201.76711522131333,Over-forecasting,BACKPACK CASUAL,Apparel,135
SKU10145,183,276.18051287167316,114.44063979822822,8.803126138325247,114.73633680316831,11,2,13,10.711504880415651,93.18051287167316,62.53586874220122,50.91831304463014,Over-forecasting,NUT MIX ROASTED,Food & Bev,136
SKU10133,153,233.8248215487951,113.78796534475893,8.752920411135303,98.90320656294674,11,2,13,9.94500912834909,80.82482154879509,74.371219179581,52.826680750846464,Over-forecasting,LIPSTICK MATTE,Beauty,137
SKU10132,93,168.42383303525352,101.39781719941665,7.799832092262819,77.40693302859148,11,2,13,8.798120994200493,75.42383303525352,109.02991096711467,81.10089573683175,Over-forecasting,EYESHADOW PALETTE,Beauty,138
SKU10149,89,154.64818443401103,98.35592112826208,7.565840086789391,81.16499432724598,9,4,13,9.009161688372897,65.64818443401103,110.51227093063156,73.76200498203487,Over-forecasting,HERBAL TEA CHAMOMILE,Food & Bev,139
SKU10067,110,206.49364302359237,98.04402878433558,7.541848368025814,90.89839026833936,11,2,13,9.534064729607165,96.49364302359237,89.13093525848689,87.72149365781125,Over-forecasting,LOVE BUILDING BLOCK WORD,Toys,140
SKU10052,89,173.95877938200647,96.88024832787751,7.452326794452116,70.99224547693183,11,2,13,8.425689614324268,84.95877938200647,108.85421160435675,95.45930267641177,Over-forecasting,PENCIL CASE CANVAS,Stationery,141
SKU10088,71,150.24485382623098,95.64061449821756,7.356970346016736,62.73081085757159,12,1,13,7.920278458335388,79.24485382623098,134.70509084255994,111.6124701777901,Over-forecasting,LUNCH BAG SPACEBOY DESIGN,Apparel,142
SKU10043,109,184.96885007243958,91.96989945820103,7.074607650630848,70.48187878999161,11,2,13,8.395348640169246,75.96885007243958,84.37605454880827,69.69619272700879,Over-forecasting,WINE GLASSES SET 6,Kitchenware,143
SKU10121,118,169.9315293196718,91.38999537977908,7.029999644598391,71.68886611752416,7,6,13,8.466927785066089,51.931529319671796,77.44914862693142,44.009770609891355,Over-forecasting,LIP BALM NATURAL,Beauty,144
SKU10104,85,142.86254864038835,91.3646207877222,7.028047752901708,76.24152000807612,9,4,13,8.73163902186045,57.862548640388354,107.48778916202613,68.073586635751,Over-forecasting,PYJAMA SET COTTON,Apparel,145
SKU10004,107,190.34983564443365,90.52478609305749,6.963445084081345,73.9892705545339,11,2,13,8.601701608085106,83.34983564443365,84.60260382528737,77.8970426583492,Over-forecasting,WALL MIRROR ROUND,Home Decor,146
SKU10005,83,154.195986874195,81.19444093794701,6.245726225995924,60.45950403977598,11,2,13,7.775570978376828,71.195986874195,97.82462763608073,85.77829743878915,Over-forecasting,WOODEN PHOTO FRAME,Home Decor,147
SKU10135,132,196.39652159649185,81.09814323674517,6.238318710518859,67.70765361180612,9,4,13,8.228466054606177,64.39652159649185,61.43798730056452,48.785243633705946,Over-forecasting,TEA LOOSE LEAF EARL GREY,Food & Bev,148
SKU10062,77,156.3600653973007,79.36006539730072,6.104620415176978,48.49578250480898,13,0,13,6.963891333500903,79.3600653973007,103.06501999649444,103.06501999649443,Over-forecasting,SCISSORS OFFICE,Stationery,149
SKU10041,72,142.51376765106465,77.49226404085715,5.960943387758243,45.962938508657345,12,1,13,6.77959722318792,70.51376765106465,107.62814450119049,97.93578840425646,Over-forecasting,BREAD BIN METAL,Kitchenware,150
